ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
101,1,21-02-16 15:08,21-02-16 15:08, ,,,publish,closed,closed,,101,,,21-02-16 16:05,21-02-16 16:05,,14,http://localhost/pedulikasih/?p=101,3,nav_menu_item,,0
102,1,21-02-16 15:08,21-02-16 15:08, ,,,publish,closed,closed,,102,,,21-02-16 16:05,21-02-16 16:05,,14,http://localhost/pedulikasih/?p=102,4,nav_menu_item,,0
103,1,21-02-16 15:26,21-02-16 15:26,"Laporan kegiatan Indosiar Peduli selama tahun 2013
<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf""rel="""">laporan-audit-kita-peduli-2013</a>",Indosiar Peduli 2013,,publish,open,open,,indosiar-peduli-2013,,,21-02-16 15:26,21-02-16 15:26,,0,http://localhost/pedulikasih/?p=103,0,post,,0
104,1,21-02-16 15:26,21-02-16 15:26,Laporan kegiatan Indosiar Peduli selama tahun 2013,Indosiar Peduli 2013,,inherit,closed,closed,,103-revision-v1,,,21-02-16 15:26,21-02-16 15:26,,103,http://localhost/pedulikasih/103-revision-v1/,0,revision,,0
105,1,21-02-16 15:26,21-02-16 15:26,"Laporan kegiatan Indosiar Peduli selama tahun 2013
<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf""rel="""">laporan-audit-kita-peduli-2013</a>",Indosiar Peduli 2013,,inherit,closed,closed,,103-revision-v1,,,21-02-16 15:26,21-02-16 15:26,,103,http://localhost/pedulikasih/103-revision-v1/,0,revision,,0
106,1,21-02-16 15:27,21-02-16 15:27,"Laporan kegiatan Indosiar Peduli selama tahun 2014
<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel="""">laporan-audit-kita-peduli-2014</a>",Indosiar Peduli 2014,,publish,open,open,,indosiar-peduli-2014,,,21-02-16 15:27,21-02-16 15:27,,0,http://localhost/pedulikasih/?p=106,0,post,,0
107,1,21-02-16 15:27,21-02-16 15:27,"Laporan kegiatan Indosiar Peduli selama tahun 2014
<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel="""">laporan-audit-kita-peduli-2014</a>",Indosiar Peduli 2014,,inherit,closed,closed,,106-revision-v1,,,21-02-16 15:27,21-02-16 15:27,,106,http://localhost/pedulikasih/106-revision-v1/,0,revision,,0
108,1,21-02-16 15:29,21-02-16 15:29,"PT Indosiar Visual Mandiri

(Indosiar Peduli)

Jl. Damai No. 11, Daan Mogot

Jakarta 11510

Telp. (021) 565-5711 atau (021) 566-6878

Fax. (021) 5697-6827

Web. www.indosiar.com/kitapeduli

 

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)

*Kode Bank BCA 014

HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.

 

Follow us on

Facebook : Indosiar Peduli

Twitter     : @Indosiar_Peduli

Youtube    : Indosiar Peduli

 ",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:29,21-02-16 15:29,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
109,1,21-02-16 15:30,21-02-16 15:30,"PT Indosiar Visual Mandiri

(Indosiar Peduli)

Jl. Damai No. 11, Daan Mogot

Jakarta 11510

Telp. (021) 565-5711 atau (021) 566-6878

Fax. (021) 5697-6827

Web. www.indosiar.com/kitapeduli

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)

*Kode Bank BCA 014

HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.

Follow us on

Facebook : Indosiar Peduli

Twitter : @Indosiar_Peduli

Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:30,21-02-16 15:30,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
110,1,21-02-16 16:32,21-02-16 16:32,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>

<span class=""__bold"">Rekening Bank</span>
BCA 001 303 8888 a/n Indosiar (Peduli Kasih) Cabang Asemka
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

<span class=""__bold"">Follow us on</span>
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-autosave-v1,,,21-02-16 16:32,21-02-16 16:32,,49,http://localhost/pedulikasih/49-autosave-v1/,0,revision,,0
111,1,21-02-16 15:39,21-02-16 15:39,"PT Indosiar Visual Mandiri (Indosiar Peduli)

Jl. Damai No. 11, Daan Mogot, Jakarta 11510

Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
*Kode Bank BCA 014

HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.

Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:39,21-02-16 15:39,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
112,1,21-02-16 15:41,21-02-16 15:41,"PT Indosiar Visual Mandiri (Indosiar Peduli)

Jl. Damai No. 11, Daan Mogot, Jakarta 11510

Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
*Kode Bank BCA 014

<div class=""panel panel-danger"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.</div>


Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:41,21-02-16 15:41,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
113,1,21-02-16 15:43,21-02-16 15:43,"PT Indosiar Visual Mandiri (Indosiar Peduli)

<p class=""lead"">Alamat</p>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
*Kode Bank BCA 014

<div class=""panel panel-danger"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.</div>


Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:43,21-02-16 15:43,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
114,1,21-02-16 15:44,21-02-16 15:44,"PT Indosiar Visual Mandiri (Indosiar Peduli)

<p class=""lead __bold"">Alamat</p>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
*Kode Bank BCA 014

<div class=""panel panel-danger"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.</div>


Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:44,21-02-16 15:44,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
115,1,21-02-16 15:44,21-02-16 15:44,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<p class=""lead __bold"">Alamat</p>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
*Kode Bank BCA 014

<div class=""panel panel-danger"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.</div>


Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:44,21-02-16 15:44,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
116,1,21-02-16 15:46,21-02-16 15:46,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<p class=""lead __bold"">Alamat</p>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank: <span class=""__bold"">BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)</span>
*Kode Bank BCA 014

<div class=""panel panel-danger"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA.</div>


Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:46,21-02-16 15:46,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
117,1,21-02-16 15:46,21-02-16 15:46,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<p class=""lead __bold"">Alamat</p>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank: <span class=""__bold"">BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)</span>
*Kode Bank BCA 014

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:46,21-02-16 15:46,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
118,1,21-02-16 15:47,21-02-16 15:47,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

""Kepedulian Kita, Harapan Mereka""

Rekening Bank: <span class=""__bold"">BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)</span>
*Kode Bank BCA 014

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:47,21-02-16 15:47,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
119,1,21-02-16 15:49,21-02-16 15:49,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>
<span class=""__bold"">Rekening Bank</span>
BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

Follow us on
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:49,21-02-16 15:49,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
120,1,21-02-16 15:50,21-02-16 15:50,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>

<span class=""__bold"">Rekening Bank</span>
BCA 001 304 0009 a/n Indosiar.PT (Kita Peduli)
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

<span class=""__bold"">Follow us on</span>
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 15:50,21-02-16 15:50,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
121,1,21-02-16 15:56,21-02-16 15:56,"Dibentuk pada September 2000, Peduli Kasih adalah kelompok kerja yang memiliki tujuan khusus mengetuk hati pemirsa untuk ikut membantu masyarakat kurang mampu yang membutuhkan uluran tangan dalam biaya operasi dan pengobatan berbagai penyakit.

Dengan dana yang berasal dari Perseroan dan kedermawanan sosial masyarakat (filantropi) yang digalang oleh Perseroan sebagai wujud kepedulian sosial serta bagian dari fungsi dan peran sosial media massa, Peduli Kasih membiayai antara lain: operasi jantung, hernia, kolostomi, hipospadia, atresia ani, gondok, katarak, dan bibir sumbing.

Seluruh kegiatan Peduli Kasih dapat berjalan lancar berkat terjalinnya kerjasama yang baik dengan banyak rumah sakit, dokter dan sejumlah lembaga pemerintah maupun non-pemerintah di seluruh Indonesia. Biaya kegiatan operasional Peduli Kasih tidak diambil dari dana yang terhimpun, namun ditanggung sepenuhnya oleh Perseroan.",Sejarah,,inherit,closed,closed,,53-revision-v1,,,21-02-16 15:56,21-02-16 15:56,,53,http://localhost/pedulikasih/53-revision-v1/,0,revision,,0
122,1,21-02-16 15:59,21-02-16 15:59,,Kegiatan,,publish,closed,closed,,kegiatan,,,27-02-16 9:00,27-02-16 9:00,,17,http://localhost/pedulikasih/?page_id=122,0,page,,0
123,1,21-02-16 15:59,21-02-16 15:59,,Kegiatan,,inherit,closed,closed,,122-revision-v1,,,21-02-16 15:59,21-02-16 15:59,,122,http://localhost/pedulikasih/122-revision-v1/,0,revision,,0
124,1,21-02-16 16:00,21-02-16 16:00,"<h3>Persyaratan Pemohon:</h3>
<ol>
	<li>Mengisi 3 lembar formulir yaitu: Permohonan Bantuan Pembiayaan, Surat Pernyataan, dan Data Pribadi Calon Tertanggung yang dapat di download pada Menu Formulir atau dapat diambil di Sekretariat Peduli Kasih Indosiar;</li>
	<li>Melampirkan surat keterangan dokter yang telah ditandatangani dokter yang bersangkutan pada pemeriksaan awal, baik di puskesmas, klinik maupun rumah sakit, yang isinya menjelaskan: Jenis penyakit yang diderita, Tindakan medis yang perlu dilakukan, Perkiraan biaya;</li>
	<li>Melampirkan Surat Keterangan Tidak Mampu (SKTM) dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan Surat Keterangan Tidak Memiliki BPJS/ JAMKESMAS/ JAMKESDA dari RT/RW/Kepala Desa;</li>
	<li>Melampirkan fotokopi KTP &amp; Kartu Keluarga;</li>
	<li>Melampirkan fotokopi Surat Keterangan Lahir/Akte Lahir untuk anak-anak yang belum tercatat di dalam Kartu Keluarga;</li>
	<li>Melampirkan foto ukuran 3R (berwarna) kondisi keadaan terakhir pasien.</li>
</ol>


Jenis penyakit yang diderita pasien harus dapat disembuhkan berdasarkan rekomendasi dokter dengan ketentuan sebagai berikut:

<ol>
	<li>Peduli Kasih mendapatkan jaminan dari Dokter, bahwa jenis penyakit yang diderita calon pasien dapat disembuhkan;</li>
	<li>Pasien yang mendapat jaminan dari Peduli Kasih, benar-benar menderita penyakit yang dapat dipertanggungjawabkan baik kepada donatur dan keluarga pasien itu sendiri.</li>
	<li>Pembatasan jenis penyakit yang ditanggung Peduli Kasih sbb:</li>
	<ul>
		<li>Bukan penyakit yang membutuhkan penanganan berkelanjutan, seperti Anemia, Thalasemia, Tumor, Kanker, Hydrocephalus, dll;
		<li>Bukan penyakit yang disebabkan gaya hidup seseorang, seperti paru-paru (perokok), hati dan ginjal</li>
		<li>Program Alat Bantu Dengar, ortotik prostetik, kaki/tangan palsu dan alat penyangga lainnya, Tahun 2015 sementara dihentikan.</li>
	</ul>
</ol>",Persyaratan,,publish,closed,closed,,persyaratan,,,21-02-16 16:46,21-02-16 16:46,,17,http://localhost/pedulikasih/?page_id=124,0,page,,0
126,1,21-02-16 16:00,21-02-16 16:00,"Persyaratan Pemohon:
Mengisi 3 lembar formulir yaitu: Permohonan Bantuan Pembiayaan, Surat Pernyataan, dan Data Pribadi Calon Tertanggung yang dapat di download pada Menu Formulir atau dapat diambil di Sekretariat Peduli Kasih Indosiar;
Melampirkan surat keterangan dokter yang telah ditandatangani dokter yang bersangkutan pada pemeriksaan awal, baik di puskesmas, klinik maupun rumah sakit, yang isinya menjelaskan: Jenis penyakit yang diderita, Tindakan medis yang perlu dilakukan, Perkiraan biaya;
Melampirkan Surat Keterangan Tidak Mampu (SKTM) dari RT/RW/Kepala Desa;
Melampirkan Surat Keterangan Tidak Memiliki BPJS/ JAMKESMAS/ JAMKESDA dari RT/RW/Kepala Desa;
Melampirkan fotokopi KTP & Kartu Keluarga;
Melampirkan fotokopi Surat Keterangan Lahir/Akte Lahir untuk anak-anak yang belum tercatat di dalam Kartu Keluarga;
Melampirkan foto ukuran 3R (berwarna) kondisi keadaan terakhir pasien.
 

Jenis penyakit yang diderita pasien harus dapat disembuhkan berdasarkan rekomendasi dokter dengan ketentuan sebagai berikut:

Peduli Kasih mendapatkan jaminan dari Dokter, bahwa jenis penyakit yang diderita calon pasien dapat disembuhkan;
Pasien yang mendapat jaminan dari Peduli Kasih, benar-benar menderita penyakit yang dapat dipertanggungjawabkan baik kepada donatur dan keluarga pasien itu sendiri.
Pembatasan jenis penyakit yang ditanggung Peduli Kasih sbb:
Bukan penyakit yang membutuhkan penanganan berkelanjutan, seperti Anemia, Thalasemia, Tumor, Kanker, Hydrocephalus, dll;
Bukan penyakit yang disebabkan gaya hidup seseorang, seperti paru-paru (perokok), hati dan ginjal;
Program Alat Bantu Dengar, ortotik prostetik, kaki/tangan palsu dan alat penyangga lainnya, Tahun 2015 sementara dihentikan.",Persyaratan,,inherit,closed,closed,,124-revision-v1,,,21-02-16 16:00,21-02-16 16:00,,124,http://localhost/pedulikasih/124-revision-v1/,0,revision,,0
127,1,21-02-16 16:01,21-02-16 16:01,"<a target=""_blank"" href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/Peduli-Kasih-Formulir.pdf""rel="""">Peduli Kasih Formulir</a>",Formulir,,publish,closed,closed,,formulir,,,21-02-16 16:07,21-02-16 16:07,,17,http://localhost/pedulikasih/?page_id=127,0,page,,0
129,1,21-02-16 16:01,21-02-16 16:01,,Formulir,,inherit,closed,closed,,127-revision-v1,,,21-02-16 16:01,21-02-16 16:01,,127,http://localhost/pedulikasih/127-revision-v1/,0,revision,,0
130,1,21-02-16 16:02,21-02-16 16:02,,Laporan Audit,,publish,closed,closed,,laporan-audit,,,21-02-16 16:02,21-02-16 16:02,,17,http://localhost/pedulikasih/?page_id=130,0,page,,0
131,1,21-02-16 16:02,21-02-16 16:02,,Laporan Audit,,inherit,closed,closed,,130-revision-v1,,,21-02-16 16:02,21-02-16 16:02,,130,http://localhost/pedulikasih/130-revision-v1/,0,revision,,0
132,1,21-02-16 16:03,21-02-16 16:03,,Laporan Tahunan,,publish,closed,closed,,laporan-tahunan,,,27-02-16 9:00,27-02-16 9:00,,17,http://localhost/pedulikasih/?page_id=132,0,page,,0
134,1,21-02-16 16:03,21-02-16 16:03,,Laporan Tahunan,,inherit,closed,closed,,132-revision-v1,,,21-02-16 16:03,21-02-16 16:03,,132,http://localhost/pedulikasih/132-revision-v1/,0,revision,,0
135,1,21-02-16 16:04,21-02-16 16:04,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>

<span class=""__bold"">Rekening Bank</span>
BCA 001 303 8888 a/n Indosiar (Peduli Kasih) Cabang Asemka
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

<span class=""__bold"">Follow us on</span>
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,publish,closed,closed,,kontak,,,21-02-16 16:33,21-02-16 16:33,,17,http://localhost/pedulikasih/?page_id=135,0,page,,0
136,1,21-02-16 16:04,21-02-16 16:04,,Kontak,,inherit,closed,closed,,135-revision-v1,,,21-02-16 16:04,21-02-16 16:04,,135,http://localhost/pedulikasih/135-revision-v1/,0,revision,,0
137,1,21-02-16 16:07,21-02-16 16:07,,Peduli Kasih Formulir,,inherit,open,closed,,peduli-kasih-formulir,,,21-02-16 16:07,21-02-16 16:07,,127,http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/Peduli-Kasih-Formulir.pdf,0,attachment,application/pdf,0
138,1,21-02-16 16:07,21-02-16 16:07,"<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/Peduli-Kasih-Formulir.pdf""rel="""">Peduli Kasih Formulir</a>",Formulir,,inherit,closed,closed,,127-revision-v1,,,21-02-16 16:07,21-02-16 16:07,,127,http://localhost/pedulikasih/127-revision-v1/,0,revision,,0
139,1,21-02-16 16:07,21-02-16 16:07,"<a target=""_blank"" href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/Peduli-Kasih-Formulir.pdf""rel="""">Peduli Kasih Formulir</a>",Formulir,,inherit,closed,closed,,127-revision-v1,,,21-02-16 16:07,21-02-16 16:07,,127,http://localhost/pedulikasih/127-revision-v1/,0,revision,,0
140,1,21-02-16 16:33,21-02-16 16:33,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>

<span class=""__bold"">Rekening Bank</span>
BCA 001 303 8888 a/n Indosiar (Peduli Kasih) Cabang Asemka
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

<span class=""__bold"">Follow us on</span>
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,135-revision-v1,,,21-02-16 16:33,21-02-16 16:33,,135,http://localhost/pedulikasih/135-revision-v1/,0,revision,,0
141,1,21-02-16 16:33,21-02-16 16:33,"<p class=""lead __bold"">PT Indosiar Visual Mandiri (Indosiar Peduli)</p>
<span class=""__bold"">Alamat</span>
Jl. Damai No. 11, Daan Mogot, Jakarta 11510
Telp. (021) 565-5711 atau (021) 566-6878
Fax. (021) 5697-6827
<!-- Web. www.indosiar.com/kitapeduli -->

<span class=""__bold"">""Kepedulian Kita, Harapan Mereka""</span>

<span class=""__bold"">Rekening Bank</span>
BCA 001 303 8888 a/n Indosiar (Peduli Kasih) Cabang Asemka
<i>*Kode Bank BCA 014</i>

<span style=""color: #ff0000;"">HATI-HATI TERHADAP PENIPUAN YANG MENGATASNAMAKAN KITA PEDULI, KAMI TIDAK PERNAH MENGGUNAKAN SMS/REKENING ATAS NAMA PERORANGAN DALAM MENGGALANG DANA PEMIRSA</span>

<span class=""__bold"">Follow us on</span>
Facebook : Indosiar Peduli
Twitter : @Indosiar_Peduli
Youtube : Indosiar Peduli",Kontak,,inherit,closed,closed,,49-revision-v1,,,21-02-16 16:33,21-02-16 16:33,,49,http://localhost/pedulikasih/49-revision-v1/,0,revision,,0
